GTIN,Quelle
4260096395848,data_nature
4260096395763,data_nature
4260096395770,data_nature
4260096395787,data_nature
4260096395800,data_nature
4260096395794,data_nature
4260096395657,data_nature
4260096395640,data_nature
4260096395633,data_nature
4260096395626,data_nature
4260096395664,data_nature
4260096395671,data_nature
4260096395688,data_nature
4260096395497,data_nature
4260096395428,data_nature
4260096395411,data_nature
4260096395602,data_nature
4260096393394,data_nature
4260096395541,data_nature
4260096395596,data_nature
42431749,data_nature
4260096395855,data_nature
4260096395862,data_nature
4260096395985,data_nature
4260096397071,data_nature
4260096395275,data_nature
4260096395305,data_nature
4260096393004,data_nature
4260096393042,data_nature
4260096393035,data_nature
4260096393080,data_nature
4260096393097,data_nature
4260096393103,data_nature
4260096393141,data_nature
4260096393158,data_nature
4260096393165,data_nature
4260096393233,data_nature
4260096393240,data_nature
4260096393400,data_nature
4260096393417,data_nature
4260096392540,data_nature
42009764,data_nature
42009733,data_nature
42009757,data_nature
42009740,data_nature
4260096394551,data_nature
4260096392670,data_nature
4260096392656,data_nature
4260096392786,data_nature
4260096392991,data_nature
4260096392892,data_nature
4260139630011,ecoinform
4260139630028,ecoinform
4260336830450,data_nature
4260336830757,data_nature
4260336830054,data_nature
4260336830382,data_nature
4260336830177,data_nature
4260336830184,data_nature
4260336830030,data_nature
4260336830078,data_nature
4260336830092,data_nature
4260336830115,data_nature
4260336830504,data_nature
4260336830511,data_nature
4260336830528,data_nature
4260336830474,data_nature
4260336830481,data_nature
4260336830498,data_nature
4260336830535,data_nature
4260336830542,data_nature
4260336830559,data_nature
4260336830696,data_nature
4013640020600,ecoinform
4013640020808,ecoinform
4013640021607,ecoinform
4013640021706,ecoinform
4013640021805,ecoinform
4013640031002,ecoinform
4013640031019,ecoinform
4013640031026,ecoinform
4013640031033,ecoinform
4013640031040,ecoinform
4013640031057,ecoinform
4013640031064,ecoinform
4013640031071,ecoinform
4013640032016,ecoinform
4013640042077,ecoinform
4013640042084,ecoinform
4013640050102,ecoinform
4013640058009,ecoinform
4013640061016,ecoinform
4013640061023,ecoinform
4013640061047,ecoinform
4013640061115,ecoinform
4013640061214,ecoinform
4013640061306,ecoinform
4013640061320,ecoinform
4013640061375,ecoinform
4013640062518,ecoinform
4013640066288,ecoinform
4013640066295,ecoinform
4013640066608,ecoinform
4013640067629,ecoinform
4013640067636,ecoinform
4013640067643,ecoinform
4013640067674,ecoinform
4013640067704,ecoinform
4013640068053,ecoinform
4013640068060,ecoinform
4013640070407,ecoinform
4013640070421,ecoinform
4013640070438,ecoinform
4013640070612,ecoinform
4013640074177,ecoinform
4013640074184,ecoinform
4013640074030,ecoinform
4013640074047,ecoinform
4013640074054,ecoinform
4013640074085,ecoinform
4013640074108,ecoinform
4013640074122,ecoinform
4013640074139,ecoinform
4013640074146,ecoinform
4013640074160,ecoinform
4013640074993,ecoinform
4013640080055,ecoinform
4013640080109,ecoinform
4010238792000,data_nature
4010238760009,data_nature
4010238790006,data_nature
4010238755005,data_nature
4010238734000,data_nature
4018722345152,data_nature
4018722010623,ecoinform
4018722010920,data_nature
4018722010913,ecoinform
4018722344032,data_nature
4018722010814,ecoinform
4018722308942,ecoinform
4018722344377,data_nature
4018722305736,ecoinform
4018722341680,ecoinform
4018722302599,data_nature
4018722302582,data_nature
4018722302575,data_nature
4018722344049,data_nature
4018722344735,data_nature
4018722342441,data_nature
4018722000822,data_nature
4018722344681,data_nature
4018722343141,data_nature
4018722343158,data_nature
4018722343646,data_nature
4018722343110,data_nature
4018722343639,data_nature
4018722305699,data_nature
4250297600049,ecoinform
4250297601800,ecoinform
4250297601817,ecoinform
4250297601992,ecoinform
4250297601916,ecoinform
4250297600131,ecoinform
4250297600070,ecoinform
4250297600087,ecoinform
4250297600025,ecoinform
4250297600186,ecoinform
9120002449827,ecoinform
9120002449711,ecoinform
9120002449919,ecoinform
9120002442439,ecoinform
9120002440022,ecoinform
9120002442040,ecoinform
4016249247003,data_nature
4016249247010,data_nature
4016249155223,data_nature
4016249155216,data_nature
4016249155209,data_nature
4016249005849,data_nature
4016249003463,data_nature
4016249013615,data_nature
4016249151225,data_nature
4016249151287,data_nature
4016249151270,data_nature
4016249151263,data_nature
4016249151294,data_nature
4016249131913,data_nature
4016249010201,data_nature
4016249012922,data_nature
4016249012700,data_nature
4016249012748,data_nature
4016249012717,data_nature
4016249013394,data_nature
4016249013462,data_nature
4016249140700,data_nature
4016249140656,data_nature
4016249140663,data_nature
4016249140670,data_nature
4016249012397,data_nature
4016249123017,data_nature
4016249123024,data_nature
4016249143558,data_nature
4016249143695,data_nature
4016249143701,data_nature
4016249143503,data_nature
4016249143725,data_nature
4016249143732,data_nature
4016249207021,data_nature
4016249207014,data_nature
4016249145330,data_nature
4016249164201,data_nature
4016249164089,data_nature
4016249164126,data_nature
4016249164119,data_nature
4016249164096,data_nature
4016249164133,data_nature
4016249198275,data_nature
4016249198282,data_nature
4016249198299,data_nature
4016249236908,data_nature
4016249236915,data_nature
4016249277444,data_nature
4016249277475,data_nature
4016249075453,data_nature
4016249075460,data_nature
4016249067847,data_nature
4016249162436,data_nature
4016249162443,data_nature
4016249162450,data_nature
4016249207007,data_nature
4016249024307,data_nature
4016249024314,data_nature
4016249296858,data_nature
4016249150334,data_nature
4016249197742,data_nature
4016249197759,data_nature
4016249075484,data_nature
4016249076108,data_nature
4016249075491,data_nature
4016249185404,data_nature
4016249185411,data_nature
4016249150358,data_nature
4016249150365,data_nature
4016249068295,data_nature
4016249068288,data_nature
4016249068905,data_nature
4016249068271,data_nature
4016249068240,data_nature
4016249068257,data_nature
4016249068219,data_nature
4016249068202,data_nature
4016249068264,data_nature
4016249150341,data_nature
5013665115656,data_nature
5013665115632,data_nature
4016249068233,data_nature
4016249150372,data_nature
4016249238131,data_nature
4016249238155,data_nature
4016249238179,data_nature
4016249270988,data_nature
4016249270957,data_nature
4016249068226,data_nature
4016249150389,data_nature
4016249172350,data_nature
4016249173883,data_nature
4016249173890,data_nature
4016249173906,data_nature
4016249184902,data_nature
4016249184926,data_nature
4016249183509,data_nature
4016249183516,data_nature
4016249183530,data_nature
4016249183578,data_nature
4016249183608,data_nature
4016249183615,data_nature
4016249183929,data_nature
4016249183912,data_nature
4016249183905,data_nature
4016249218218,data_nature
4016249225100,data_nature
4016249127107,data_nature
4016249080600,data_nature
4016249600518,data_nature
4016249107802,data_nature
4016249600525,data_nature
4016249600532,data_nature
4016249153762,data_nature
4016249153786,data_nature
4016249227890,data_nature
4016249227869,data_nature
4016249227821,data_nature
4016249696122,data_nature
4016249527303,data_nature
4016249003210,data_nature
4016249015732,data_nature
4016249017071,data_nature
4016249017057,data_nature
4016249017033,data_nature
4016249017019,data_nature
4016249016395,data_nature
4016249108519,data_nature
4016249108526,data_nature
4016249108533,data_nature
4016249108540,data_nature
4016249108571,data_nature
4016249132378,data_nature
4016249132330,data_nature
4016249132354,data_nature
4016249132361,data_nature
4016249139377,data_nature
4016249139360,data_nature
4016249139384,data_nature
4016249538507,data_nature
4016249076115,data_nature
4016249076122,data_nature
4016249076139,data_nature
4016249128708,data_nature
4016249128739,data_nature
4016249128715,data_nature
4016249128722,data_nature
4016249128746,data_nature
4016249332853,data_nature
4016249332907,data_nature
4016249332921,data_nature
4016249315863,data_nature
4016249315894,data_nature
4016249316020,data_nature
4016249316051,data_nature
4016249610425,data_nature
4016249610401,data_nature
4016249107208,ecoinform
4016249108809,data_nature
4016249009649,data_nature
4016249170028,data_nature
4016249143527,data_nature
4016249024260,data_nature
4016249024277,data_nature
4016249067007,data_nature
4016249131876,data_nature
4016249164140,data_nature
4016249164157,data_nature
4016249164164,data_nature
4016249073510,data_nature
4016249074715,data_nature
4016249074098,data_nature
4016249074074,data_nature
4016249074067,data_nature
4016249238223,data_nature
4016249074722,data_nature
4016249184919,data_nature
4016249013455,data_nature
4016249013493,data_nature
4016249003531,data_nature
4016249101633,data_nature
4016249003821,data_nature
4016249006907,data_nature
4016249009670,data_nature
4016249009687,data_nature
4016249006792,data_nature
4016249006785,data_nature
4016249008482,ecoinform
4016249131883,data_nature
4016249280000,data_nature
4016249281601,data_nature
4016249282806,data_nature
4016249282813,data_nature
4016249287214,data_nature
4016249287207,data_nature
4016249286002,data_nature
4016249005283,data_nature
4016249039110,data_nature
4016249284800,data_nature
4016249052508,data_nature
4016249009236,data_nature
4016249009243,data_nature
4016249009267,data_nature
4016249009250,data_nature
4002724000775,data_nature
4250354800023,data_nature
4250354800054,data_nature
4250354800078,data_nature
4250354800061,data_nature
4250354800092,data_nature
4250354800481,data_nature
4250354800665,data_nature
4019555705601,data_nature
4019555705731,data_nature
4019555706646,data_nature
4019555706653,data_nature
4019555706660,data_nature
4019555706868,data_nature
4019555706851,data_nature
4019555705649,data_nature
4019555705298,data_nature
4019555705304,data_nature
4019555705311,data_nature
4019555705151,data_nature
4019555705175,data_nature
4019555705212,data_nature
4019555705168,data_nature
4019555705243,data_nature
4019555705250,data_nature
4019555705342,data_nature
4019555705335,data_nature
4019555705113,data_nature
4019555706042,data_nature
4019555100536,data_nature
4019555321115,data_nature
4019555321023,data_nature
4019555705786,data_nature
4019555700019,data_nature
4019555700033,data_nature
4019555700095,data_nature
4019555700101,data_nature
4019555700071,data_nature
4019555019258,data_nature
4019555010026,data_nature
4019555700118,data_nature
4019555130052,data_nature
4019555700125,data_nature
4019555700149,data_nature
4019555706097,data_nature
4019555706073,data_nature
4019555706080,data_nature
4019555706677,data_nature
4019555706486,data_nature
4019555706196,data_nature
4019555706820,data_nature
4019555700156,data_nature
4019555700231,data_nature
4019555700224,data_nature
4019555700187,data_nature
4019555700200,data_nature
4019555705328,data_nature
4019555705014,data_nature
4019555100154,data_nature
4019555706271,data_nature
4019555706288,data_nature
4019555100123,data_nature
4019555100116,data_nature
4019555100130,data_nature
4019555100017,data_nature
4019555100024,data_nature
4019555100031,data_nature
4019555100260,data_nature
4019555100291,data_nature
4019555100284,data_nature
4019555100307,data_nature
4019555100345,data_nature
4019555100376,data_nature
4019555100352,data_nature
4019555100178,data_nature
4019555705038,data_nature
4019555705809,data_nature
4019555321252,data_nature
4019555322020,data_nature
4019555700170,data_nature
4019555100505,data_nature
4019555705076,data_nature
4019555705045,data_nature
4019555705663,data_nature
4019555705656,data_nature
4019555705755,data_nature
4019555705762,data_nature
4019555706523,data_nature
4019555100604,data_nature
4019555100451,data_nature
4019555100444,data_nature
4019555100499,data_nature
4019555100468,data_nature
4019555100321,data_nature
4019555100475,data_nature
4019555100611,data_nature
4019555100383,data_nature
4019555100406,data_nature
4019555100390,data_nature
4019555705687,data_nature
4019555705366,data_nature
4019555705472,data_nature
4019555705588,data_nature
4019555705502,data_nature
4019555700002,data_nature
4019555705441,data_nature
4019555705595,data_nature
4019555706011,data_nature
4019555706004,data_nature
4019555705489,data_nature
4019555705540,data_nature
4019555705557,data_nature
4019555705564,data_nature
4019555705571,data_nature
4019555705670,data_nature
4019555705717,data_nature
4019555705694,data_nature
4019555705700,data_nature
4025871831016,data_nature
4025871221121,data_nature
4025871982107,data_nature
4104060031908,data_nature
4104060031915,data_nature
4104060031922,data_nature
4104060031533,data_nature
4104060031526,data_nature
4104060030024,data_nature
4003740033457,data_nature
4003740032702,data_nature
4003740032771,data_nature
4003740032719,data_nature
4003740032726,data_nature
4003740032733,data_nature
4003740032740,data_nature
4003740032672,data_nature
4003740032788,data_nature
4003740032863,data_nature
4003740032856,data_nature
4003740032849,data_nature
4003740032641,data_nature
4003740032689,data_nature
4003740002675,data_nature
4003740037707,data_nature
4003740037714,data_nature
4003740037721,data_nature
4003740037738,data_nature
4003740037745,data_nature
4003740033556,data_nature
4003740033549,data_nature
4003740033532,data_nature
4003740033402,data_nature
4003740033419,data_nature
4003740033501,data_nature
4003740033518,data_nature
4003740032528,data_nature
4003740033204,data_nature
4003740033211,data_nature
4003740033228,data_nature
4005496224158,data_nature
4033122001859,data_nature
4033122001798,data_nature
4033122001415,data_nature
4033122000197,data_nature
4033122001330,data_nature
4033122001217,data_nature
4033122000159,data_nature
4033122001378,data_nature
4033122001453,data_nature
4033122000111,data_nature
4033122001170,data_nature
4033122001729,data_nature
4033122001910,data_nature
4033122001514,data_nature
4033122001279,data_nature
4033122005680,data_nature
4033122005659,data_nature
4033122003846,data_nature
4033122003860,data_nature
4033122003822,data_nature
4033122004249,data_nature
4033122004287,data_nature
4033122004324,data_nature
4033122005130,data_nature
4033122001699,data_nature
4033122002047,data_nature
4033122002061,data_nature
4033122002283,data_nature
4033122002566,data_nature
4033122002603,data_nature
4033122003709,data_nature
4033122003723,data_nature
4033122003747,data_nature
4033122003761,data_nature
4033122003785,data_nature
4033122003808,data_nature
4033122003884,data_nature
4033122003907,data_nature
4033122004485,data_nature
4033122005567,data_nature
4033122000319,data_nature
4033122000333,data_nature
4033122000579,data_nature
4033122000470,data_nature
4033122000777,data_nature
4033122001019,data_nature
4033122001095,data_nature
4033122002184,data_nature
4033122002221,data_nature
4033122002443,data_nature
4033122002627,data_nature
4033122004447,data_nature
4033122004522,data_nature
4033122004607,data_nature
4033122005178,data_nature
4033122005673,data_nature
4033122005802,data_nature
4033122002504,data_nature
4033122004966,data_nature
4033122004997,data_nature
4033122005024,data_nature
4033122005055,data_nature
4033122005079,data_nature
4033122005864,data_nature
4033122005888,data_nature
4033122005901,data_nature
4033122005093,data_nature
4033122005116,data_nature
4033122005154,data_nature
4033122006137,data_nature
4260389030234,data_nature
4260389030029,ecoinform
4260389030210,ecoinform
4260389030838,ecoinform
4260389030159,ecoinform
4260389030050,data_nature
4260389030173,data_nature
4260389030401,data_nature
4260389030746,ecoinform
4260389030760,ecoinform
4260389030432,ecoinform
4260389030265,ecoinform
4260389030647,ecoinform
4260389030661,ecoinform
4260389030630,ecoinform
4260389032054,ecoinform
4260389033266,ecoinform
4260389033198,ecoinform
4260389030081,data_nature
4260389030524,data_nature
4260389032139,data_nature
4260389030111,data_nature
4260389033341,data_nature
4260389033358,data_nature
4260389033518,data_nature
4260389033372,ecoinform
4260389030654,ecoinform
4260459865001,data_nature
4260459862000,data_nature
4260459862062,data_nature
4260459862048,data_nature
4260459862109,data_nature
4260459865063,data_nature
4260072229013,data_nature
4260459864004,data_nature
4260459868002,data_nature
4260459862079,data_nature
4260459865087,data_nature
4260459862901,data_nature
4260459861010,data_nature
4251191814006,data_nature
4251191814051,data_nature
4251191814105,data_nature
4251191815003,data_nature
4251191815164,data_nature
4251191830105,data_nature
4251191841804,data_nature
4251191841903,ecoinform
4251191842603,data_nature
4251191843402,data_nature
4251191843501,data_nature
4251191843600,data_nature
4251191844003,data_nature
4251191844201,data_nature
4251191844300,data_nature
4251191898440,data_nature
4270001503220,ecoinform
4028501060305,ecoinform
4251191875007,data_nature
4251191875151,data_nature
4251191875182,data_nature
4251191881107,data_nature
4251191881152,data_nature
4251191881206,data_nature
4251191881251,ecoinform
4251191881305,ecoinform
4251191881350,data_nature
4251191881404,data_nature
4251191881503,data_nature
4251191891007,data_nature
4251191891052,ecoinform
4251191891205,data_nature
4251191891304,data_nature
4251191891557,data_nature
4251191891601,data_nature
4251191891656,data_nature
4251191891700,data_nature
4251191891755,data_nature
4251191891809,data_nature
4251191892509,data_nature
4251191898006,data_nature
4251191898150,data_nature
4251191898181,data_nature
4251191898228,data_nature
4251191898242,data_nature
4251191898327,data_nature
4251191898341,data_nature
4251191898365,ecoinform
4251191898457,data_nature
4251191898464,data_nature
4251191898471,data_nature
4251191898488,data_nature
4251191898495,data_nature
4251191898518,data_nature
4251191898525,ecoinform
4251191898549,ecoinform
4251191898563,ecoinform
4251191898570,ecoinform
4251191898587,ecoinform
4251191898617,data_nature
4251191898624,ecoinform
4251191899744,ecoinform
4251191899768,data_nature
4251191899805,data_nature
4251191899843,data_nature
4251191899867,data_nature
4251191899881,data_nature
4260322150562,data_nature
4260183211334,data_nature
4250396900743,data_nature
4250396904406,data_nature
4250396904628,data_nature
4250396905045,data_nature
4250396905458,ecoinform
4250396905496,ecoinform
4250396905601,data_nature
4250396904345,data_nature
4250396905625,data_nature
4250396905434,data_nature
4250396904468,data_nature
4250396904239,data_nature
4250396904543,data_nature
4250396904291,data_nature
4250396904321,data_nature
4250396904307,data_nature
4250396904567,data_nature
4250396904581,data_nature
4250396904451,data_nature
4250396904369,data_nature
4250396904727,data_nature
4250396904482,data_nature
4250396904505,data_nature
4250396904437,data_nature
4250396904604,data_nature
4250396904253,data_nature
4250396904215,data_nature
4004033000156,data_nature
4018874023090,data_nature
4018874023106,data_nature
4018874023113,data_nature
4018874023175,data_nature
4018874080819,data_nature
4018874011172,data_nature
4018874011073,data_nature
4018874045108,data_nature
4018874011929,data_nature
4018874045047,data_nature
4018874080901,data_nature
4018874013503,data_nature
4018874010496,data_nature
4018874010557,data_nature
4018874052076,data_nature
4018874011158,data_nature
4018874012032,data_nature
4018874012209,data_nature
4018874080963,data_nature
4018874055404,data_nature
4018874055459,data_nature
4018874055350,data_nature
4018874010823,data_nature
4018874011233,data_nature
4018874041131,data_nature
4018874042572,data_nature
4018874042718,data_nature
4018874083513,data_nature
4018874010724,data_nature
4018874046181,data_nature
4013320035962,data_nature
4018874042565,data_nature
4018874041032,data_nature
4018874042671,data_nature
4018874010854,data_nature
4018874083469,data_nature
4018874011271,data_nature
4018874080987,data_nature
4018874082608,data_nature
4018874055107,data_nature
4018874055305,data_nature
4018874055206,data_nature
4018874010427,data_nature
4018874015101,data_nature
4018874082158,data_nature
4018874050140,data_nature
4018874055619,data_nature
4018874055756,data_nature
4018874082059,data_nature
4018874060507,data_nature
4018874023182,data_nature
4018874010465,data_nature
4018874043081,data_nature
4018874090153,data_nature
4018874080949,data_nature
4018874012124,data_nature
4018874055909,data_nature
4018874012254,data_nature
4018874050102,data_nature
4018874082004,data_nature
4018874172101,data_nature
4018874072159,data_nature
4018874072050,data_nature
4018874050119,data_nature
4018874010663,data_nature
4018874055626,data_nature
4018874051598,data_nature
4018874010595,data_nature
4018874055947,data_nature
4018874070001,data_nature
4018874060712,data_nature
4018874060767,data_nature
4018874055725,data_nature
4018874011523,data_nature
4018874068206,data_nature
4018874068305,data_nature
4018874023274,data_nature
4018874060774,data_nature
4018874057156,data_nature
4018874015163,data_nature
4018874055558,data_nature
4018874010519,data_nature
4018874057101,data_nature
4018874073101,data_nature
4018874083001,data_nature
4018874041308,data_nature
4018874011110,data_nature
4018874011301,data_nature
4018874031095,data_nature
4018874011516,data_nature
4018874024103,data_nature
4018874060668,data_nature
4018874082509,data_nature
4018874046112,data_nature
4018874082554,data_nature
4018874068107,data_nature
8034034860837,data_nature
8034034860042,data_nature
8034034860028,data_nature
8034034860073,data_nature
8034034860035,data_nature
8034034860011,data_nature
8034034860066,data_nature
8034034860219,data_nature
8034034860714,data_nature
3560461010712,data_nature
3560461010729,data_nature
3560461010736,data_nature
3560461010743,data_nature
3560461010750,data_nature
3560461010811,data_nature
3560461010828,data_nature
3560461010835,data_nature
3560461020018,data_nature
3560461020032,data_nature
3560461020087,data_nature
3560461020100,data_nature
3560461020131,data_nature
3560461020124,data_nature
3560461012105,data_nature
3560461012242,data_nature
3560465040074,data_nature
3560462050021,ecoinform
4012561680009,ecoinform
4012561813353,ecoinform
4012561661350,ecoinform
4012561412358,ecoinform
4012561108350,ecoinform
4012561662357,ecoinform
4012561101320,ecoinform
4012561660353,ecoinform
4012561501014,ecoinform
7610313411214,data_nature
7610313011315,data_nature
7610313011322,data_nature
7610313411337,data_nature
7610313012411,data_nature
7610313012428,data_nature
7610313414000,data_nature
7610313414017,data_nature
7610313424610,data_nature
7610313431885,data_nature
7610313431090,data_nature
7610313395774,ecoinform
7610313393527,ecoinform
7610313032983,ecoinform
7610313426003,ecoinform
7610313396009,ecoinform
7610313395071,ecoinform
7610313395637,ecoinform
7610313419104,ecoinform
4019555100161,data_nature
4019555706059,data_nature
4019555706233,data_nature
4019555706301,data_nature
4019555706264,data_nature
4019555100147,data_nature
4019555100109,data_nature
4019555706066,data_nature
4019555706189,data_nature
4019555100253,data_nature
4019555100277,data_nature
4019555100239,data_nature
4019555100208,data_nature
4019555100246,data_nature
4019555100314,data_nature
4019555100437,data_nature
4019555880841,data_nature
4019555100482,data_nature
4019555706226,data_nature
4260512462000,data_nature
4260512461836,data_nature
4260512462109,data_nature
4260512462208,data_nature
4260512462376,data_nature
4260512462604,data_nature
4260512462703,data_nature
4260512462802,data_nature
4260512463007,data_nature
4260512463106,data_nature
4260512460105,data_nature
4260512460204,data_nature
4260512460303,data_nature
4260512460402,data_nature
4260512460501,data_nature
4260512460600,data_nature
4260512460709,data_nature
4260512460808,data_nature
4260512460907,data_nature
4260512461003,data_nature
4260512461102,data_nature
4260512462116,data_nature
4260512462222,data_nature
4260512462239,data_nature
4260512462246,data_nature
4260512462253,data_nature
4260512460006,data_nature
4260512460037,data_nature
4260512461676,data_nature
4260512461713,data_nature
4260512461751,data_nature
4260512462611,data_nature
4260512460143,data_nature
4260512462925,data_nature
4260512462499,data_nature
4260512462505,data_nature
4260512463151,data_nature
4260512460341,data_nature
4260512460648,data_nature
4260512461829,data_nature
4260512462710,data_nature
4260512461409,data_nature
4260512463342,data_nature
4260512461454,data_nature
4260512462277,data_nature
4260512463243,data_nature
4260512461140,data_nature
4260512461188,data_nature
4260512461225,data_nature
4260512462819,data_nature
4260512461263,data_nature
4260512463014,data_nature
4260512460242,data_nature
4260512460846,data_nature
4260491220240,data_nature
4260491220257,data_nature
4260491220264,data_nature
4260491220271,data_nature
4260491220288,data_nature
4260491220295,data_nature
4260491220394,data_nature
4260491220486,data_nature
4260491220493,data_nature
4260491220509,data_nature
4260491220516,data_nature
4260491220523,data_nature
4260491220530,data_nature
4260491220547,data_nature
4260491220554,data_nature
4260491220585,data_nature
4260491220769,data_nature
4260491220783,data_nature
4260491220905,data_nature
4260491220912,data_nature
4260491220929,data_nature
4260491220936,data_nature
4260491220943,data_nature
4260491221995,data_nature
4260491222008,data_nature
4260491222015,data_nature
4260491222022,data_nature
4260491222039,data_nature
4260491222046,data_nature
4260491222206,data_nature
4260491223746,data_nature
4260491223821,data_nature
4260491223838,data_nature
4260491223845,data_nature
4260491223722,data_nature
4260491223739,data_nature
4260491223357,data_nature
4260491223364,data_nature
4260491220899,data_nature
4260491220875,data_nature
4260491220882,data_nature
4260491222275,data_nature
4260491222282,data_nature
4260491222213,data_nature
4260491222220,data_nature
4260491222237,data_nature
4260491222244,data_nature
4260491222541,data_nature
4260491222756,data_nature
4260491222930,data_nature
4260491222954,data_nature
4260491222947,data_nature
4260491222152,data_nature
4260491223296,data_nature
4260491223463,data_nature
4260491222299,data_nature
4260491222305,data_nature
4260491223050,data_nature
4260491223067,data_nature
4260491223036,data_nature
4260491223043,data_nature
4260491223029,data_nature
4260491223012,data_nature
4015637826363,data_nature
4015637842844,data_nature
4015637821351,data_nature
4015637842943,data_nature
4015637843131,data_nature
4015637827131,data_nature
4015637827094,data_nature
4015637843018,data_nature
4015637007250,data_nature
4015637007915,data_nature
4015637019321,data_nature
4015637019369,data_nature
4015637019307,data_nature
4015637013282,data_nature
4015637013305,data_nature
4015637013268,data_nature
4015637013343,data_nature
4015637013329,data_nature
4015637018942,data_nature
4015637018928,data_nature
4015637019161,data_nature
4015637019185,data_nature
4015637019208,data_nature
4015637821498,data_nature
4015637019109,data_nature
4015637019109,data_nature
4015637019123,data_nature
4015637019086,data_nature
4015637019062,data_nature
4015637019048,data_nature
4015637019024,data_nature
4015637019000,data_nature
4015637018980,data_nature
4015637022390,data_nature
4015637022130,data_nature
4015637022543,data_nature
4015637821429,data_nature
4015637823980,data_nature
4015637018812,data_nature
4015637827384,data_nature
4015637827407,data_nature
4015637018775,data_nature
4015637827445,data_nature
4015637827438,data_nature
4015637005072,data_nature
4015637005102,data_nature
4015637824420,data_nature
4015637828046,data_nature
4015637824017,data_nature
4015637821078,data_nature
4015637832517,data_nature
4015637821368,data_nature
4015637836072,data_nature
4015637822990,data_nature
4015637822952,data_nature
4015637823126,data_nature
4015637824871,data_nature
4015637822884,data_nature
4015637822907,data_nature
4015637822891,data_nature
4015637823355,data_nature
4015637823522,data_nature
4015637823119,data_nature
4015637821276,data_nature
4015637826554,data_nature
4015637823645,data_nature
4015637823737,data_nature
4015637006659,data_nature
4015637823836,data_nature
4015637883120,data_nature
4015637003344,data_nature
4015637822204,data_nature
4015637824680,data_nature
4015637883106,data_nature
4015637822334,data_nature
4015637824055,data_nature
4015637823744,data_nature
4015637019147,data_nature
4015637836065,data_nature
4015637824048,data_nature
4015637823805,data_nature
4015637824598,data_nature
4015637824604,data_nature
4015637019420,data_nature
4015637824697,data_nature
4015637824826,data_nature
4015637824833,data_nature
4015637824819,data_nature
4015637824796,data_nature
4015637001678,data_nature
4015637017839,data_nature
4015637017853,data_nature
4015637017877,data_nature
4015637019246,data_nature
4015637019345,data_nature
4015637019284,data_nature
4015637826448,data_nature
4015637009407,data_nature
4015637009001,data_nature
4015637009025,data_nature
4015637011479,data_nature
4015637826424,data_nature
4015637826400,data_nature
4015637826417,data_nature
4015637822914,data_nature
4015637822136,data_nature
4015637843100,data_nature
4015637842837,data_nature
4015637828022,data_nature
4015637821085,data_nature
4015637821337,data_nature
4015637006475,data_nature
4015637006451,data_nature
4015637824789,data_nature
4015637822143,data_nature
4015637832616,data_nature
4015637883168,data_nature
4015637822242,data_nature
